uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,wgt,relevance,source.uri,source.dataType,source.title,sentiment,eventUri,feed date
8330298199,eng,False,2024-09-20,21:59:57,2024-09-20T21:59:57Z,2024-09-20T21:59:43Z,news,0.8275,https://www.dailysignal.com/2024/09/20/putting-target-my-back-tim-pool-explains-why-hes-suing-kamala-harris-campaign-defamation/,'PUTTING A TARGET ON MY BACK': Tim Pool Explains Why He's Suing the Kamala Harris Campaign for Defamation,"Podcaster Tim Pool filed a defamation lawsuit against Vice President Kamala Harris' presidential campaign Thursday.

Pool says he has faced an increase in death threats and that suspicious people have ...","{'uri': ['tyler_o_neil@dailysignal.com'], 'name': [""Tyler O'Neil""], 'type': ['author'], 'isAgency': [False]}",https://www.dailysignal.com/wp-content/uploads/2024/09/Win-McNamee_Getty-Images.jpg,464565597,1,dailysignal.com,news,The Daily Signal,-0.1529,eng-9919234,2024-09-21
2024-09-491626948,eng,False,2024-09-20,21:46:54,2024-09-20T21:46:54Z,2024-09-20T18:27:06Z,news,0.8863,https://thespun.com/nfl/hall-of-fame-football-coach-tony-dungy-crushes-kamala-harris-for-stance-on-abortion,Hall Of Fame Football Coach Blasts Kamala Harris For Stance On Religion,"With the presidential election coming up soon, Vice President Kamala Harris has found herself in a social media feud with a Hall of Fame football coach.

It all started with Harris taking a shot at ...","{'uri': ['chris_rosvoglou@thespun.com'], 'name': ['Chris Rosvoglou'], 'type': ['author'], 'isAgency': [False]}",https://thespun.com/.image/t_share/MjA4OTY1MjQzMTQzOTg5MDky/vp-kamala-harris-delivers-remarks-at-arlington-national-cemetery-on-veterans-day.jpg,464564814,1,thespun.com,news,The Spun,0.2471,eng-9922904,2024-09-21
8330289172,eng,False,2024-09-20,21:46:21,2024-09-20T21:46:21Z,2024-09-20T21:46:02Z,news,0.6627,https://dailyguidenetwork.com/2024-presidential-ballot-out-npp-picks-1-ndc-8/,"2024 Presidential Ballot Out - NPP Picks 1, NDC 8","The Electoral Commission has unveiled the ballot paper positions for Ghana's highly anticipated 2024 presidential election, featuring 13 candidates from various political parties and independent ...",[],https://dailyguidenetwork.com/wp-content/uploads/2022/03/Bawumia-and-mahama.jpg,464564781,1,dailyguidenetwork.com,news,DailyGuide Network,0.2549,eng-9923727,2024-09-21
2024-09-491622195,eng,True,2024-09-20,21:37:49,2024-09-20T21:37:49Z,2024-09-20T21:00:08Z,news,0.0,https://www.thenewstribune.com/entertainment/article292815104.html,"5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","By Meredith Nardino Celebrity News: Latest Celeb News & Pictures - Us Weekly

Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter ...","{'uri': ['meredith_nardino@thenewstribune.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8rix9t/picture292814594/alternates/LANDSCAPE_1140/e501d8a2-dcfa-4cef-b798-5caa6d960c2b,464564269,1,thenewstribune.com,news,The News Tribune,-0.1137,,2024-09-21
2024-09-491617661,eng,True,2024-09-20,21:28:57,2024-09-20T21:28:57Z,2024-09-20T21:28:37Z,news,0.0,https://www.wmal.com/news/obama-hosting-high-dollar-fundraiser-for-harris/,Obama Hosting High-Dollar Fundraiser for Harris,"Former President Barack Obama is hosting a high-dollar fundraiser for Vice President Kamala Harris this Friday in his first campaign event for the Democrat nominee.

Tickets for the event range from ...",[],https://cdn.socast.io/6616/sites/238/2022/02/04092822/WMAL-FM-Social.jpg,464563737,1,wmal.com,news,WMAL-FM,0.0039,,2024-09-21
8330273398,eng,True,2024-09-20,21:24:37,2024-09-20T21:24:37Z,2024-09-20T21:23:15Z,news,0.7373,https://gazette.com/news/wex/hbcu-football-greats-back-harris-walz-on-national-black-voter-day-after-tony-dungy-criticism/article_b0e633c4-4b3a-54b9-932e-5cc4707deb10.html,HBCU football greats back Harris-Walz on National Black Voter Day after Tony Dungy criticism,More than 50 HBCU football greats backed the ticket of Vice President Kamala Harris and Minnesota Gov. Tim Walz (D) for the 2024 presidential election in a letter released on National Black Voter ...,"{'uri': ['washington_examiner@gazette.com'], 'name': ['Washington Examiner'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/custom/image/3f755dae-418c-11e8-a244-53852639d709.png?crop=235%2C235%2C1%2C0&resize=200%2C200&order=crop%2Cresize,464563477,1,gazette.com,news,Colorado Springs Gazette,0.5294,,2024-09-21
2024-09-491614341,eng,True,2024-09-20,21:21:00,2024-09-20T21:21:00Z,2024-09-20T21:00:08Z,news,0.0,https://www.newsobserver.com/entertainment/article292815104.html,"5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","By Meredith Nardino Celebrity News: Latest Celeb News & Pictures - Us Weekly

Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter ...","{'uri': ['meredith_nardino@newsobserver.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8rix9t/picture292814594/alternates/LANDSCAPE_1140/e501d8a2-dcfa-4cef-b798-5caa6d960c2b,464563260,1,newsobserver.com,news,The News&Observer,-0.1137,,2024-09-21
2024-09-491613465,eng,True,2024-09-20,21:19:17,2024-09-20T21:19:17Z,2024-09-20T21:00:08Z,news,0.0,https://www.sanluisobispo.com/entertainment/article292815104.html,"5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","By Meredith Nardino Celebrity News: Latest Celeb News & Pictures - Us Weekly

Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter ...","{'uri': ['meredith_nardino@sanluisobispo.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8rix9t/picture292814594/alternates/LANDSCAPE_1140/e501d8a2-dcfa-4cef-b798-5caa6d960c2b,464563157,1,sanluisobispo.com,news,The Tribune,-0.1137,,2024-09-21
2024-09-491613382,eng,True,2024-09-20,21:18:40,2024-09-20T21:18:40Z,2024-09-20T21:00:08Z,news,0.0,https://www.myrtlebeachonline.com/entertainment/article292815104.html,"5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","By Meredith Nardino Celebrity News: Latest Celeb News & Pictures - Us Weekly

Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter ...","{'uri': ['meredith_nardino@myrtlebeachonline.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8rix9t/picture292814594/alternates/LANDSCAPE_1140/e501d8a2-dcfa-4cef-b798-5caa6d960c2b,464563120,1,myrtlebeachonline.com,news,MyrtleBeachOnline,-0.1137,,2024-09-21
2024-09-491613063,eng,True,2024-09-20,21:18:14,2024-09-20T21:18:14Z,2024-09-20T20:32:29Z,news,0.0,https://www.sunherald.com/entertainment/article292813099.html,"Us Weekly's 5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter Olivia Nuzzi after the outlet published an apology to its readers claiming ...","{'uri': ['meredith_nardino@sunherald.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/o4tc67/picture292789324/alternates/LANDSCAPE_1140/88d2ac29-84d7-4f19-bcb2-7976d6a270a0,464563094,1,sunherald.com,news,Sun Herald,-0.1137,,2024-09-21
2024-09-491612197,eng,True,2024-09-20,21:17:28,2024-09-20T21:17:28Z,2024-09-20T20:32:29Z,news,0.0,https://www.miamiherald.com/entertainment/article292813099.html,"Us Weekly's 5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter Olivia Nuzzi after the outlet published an apology to its readers claiming ...","{'uri': ['meredith_nardino@miamiherald.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/o4tc67/picture292789324/alternates/LANDSCAPE_1140/88d2ac29-84d7-4f19-bcb2-7976d6a270a0,464563048,1,miamiherald.com,news,Miami Herald,-0.1137,,2024-09-21
2024-09-491612430,eng,True,2024-09-20,21:17:18,2024-09-20T21:17:18Z,2024-09-20T21:00:08Z,news,0.0,https://www.fresnobee.com/entertainment/article292815104.html,"5 Hot Stories: RFK Jr. Denies Affair, Brandi Cyrus' Bond With Mom Tish","By Meredith Nardino Celebrity News: Latest Celeb News & Pictures - Us Weekly

Cheryl Hines' husband, Robert F. Kennedy Jr., denied having an inappropriate relationship with New York magazine reporter ...","{'uri': ['meredith_nardino@fresnobee.com'], 'name': ['Meredith Nardino'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8rix9t/picture292814594/alternates/LANDSCAPE_1140/e501d8a2-dcfa-4cef-b798-5caa6d960c2b,464563038,1,fresnobee.com,news,The Fresno Bee,-0.1137,,2024-09-21
