uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,image,feed date
2024-08-467832048,eng,False,2024-08-27,23:12:39,2024-08-27T23:12:39Z,2024-08-27T17:56:58Z,news,0.8863,https://www.infowars.com/posts/merely-an-attempt-to-interfere-with-the-election-trump-blasts-jack-smith-reindictment,'Merely an Attempt to INTERFERE WITH THE ELECTION': Trump Blasts Jack Smith Reindictment,"'All of these Scams will fail, just as Deranged Jack's Hoax in Florida has been fully dismissed, and we will win the Most Important Election in the History of our Country on November 5th,' declares ...","{'uri': ['adan_salazar@infowars.com'], 'name': ['Adan Salazar'], 'type': ['author'], 'isAgency': [False]}",eng-9852637,-0.0431,462496359,1,infowars.com,news,Infowars,https://api-assets.infowars.com/2024/08/trumpjack236.jpg,2024-08-28
8294687443,eng,True,2024-08-27,23:11:54,2024-08-27T23:11:54Z,2024-08-27T23:11:45Z,news,0.0,https://www.nbcchicago.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3533392/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462496314,1,nbcchicago.com,news,NBC Chicago,https://media.nbcchicago.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
2024-08-467831870,eng,True,2024-08-27,23:11:22,2024-08-27T23:11:22Z,2024-08-27T22:59:01Z,news,0.0,https://us.cnn.com/2024/08/27/politics/takeaways-new-indictment-jack-smith-donald-trump-january-6/index.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case | CNN Politics,"Special counsel Jack Smith and former President Donald Trump

CNN --

Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, ...","{'uri': ['devan_cole@us.cnn.com'], 'name': ['Devan Cole'], 'type': ['author'], 'isAgency': [False]}",,0.1059,462496282,1,us.cnn.com,news,CNN,"https://media.cnn.com/api/v1/images/stellar/prod/untitled-2-20231205183308426.jpg?c=16x9&q=w_800,c_fill",2024-08-28
2024-08-467831869,eng,False,2024-08-27,23:11:21,2024-08-27T23:11:21Z,2024-08-27T23:08:58Z,news,0.7216,https://us.cnn.com/2024/08/27/media/mark-zuckerberg-election-season-republicans/index.html,Mark Zuckerberg's election-season gift to Republicans | CNN Business,"CNN --

Mark Zuckerberg is handing Republicans political victories ahead of the 2024 presidential election, acquiescing to years of GOP grievances over his company's policies.

In recent days, the ...",[],eng-9849319,0.0667,462496281,1,us.cnn.com,news,CNN,"https://media.cnn.com/api/v1/images/stellar/prod/2024-08-27t140015z-1851845060-rc22t5aapeix-rtrmadp-3-meta-platforms-biden-coronavirus.jpg?c=16x9&q=w_800,c_fill",2024-08-28
2024-08-467830740,eng,False,2024-08-27,23:09:51,2024-08-27T23:09:51Z,2024-08-27T22:59:01Z,news,0.7529,https://edition.cnn.com/2024/08/27/politics/takeaways-new-indictment-jack-smith-donald-trump-january-6/index.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"Special counsel Jack Smith and former President Donald Trump

Special counsel Jack Smith provided the latest twist in the 2020 election subversion case against former President Donald Trump, filing a ...","{'uri': ['devan_cole@edition.cnn.com'], 'name': ['Devan Cole'], 'type': ['author'], 'isAgency': [False]}",eng-9852234,0.1059,462496191,1,edition.cnn.com,news,CNN International,"https://media.cnn.com/api/v1/images/stellar/prod/untitled-2-20231205183308426.jpg?c=16x9&q=w_800,c_fill",2024-08-28
8294685083,eng,False,2024-08-27,23:09:15,2024-08-27T23:09:15Z,2024-08-27T23:08:56Z,news,0.502,https://www.lankaweb.com/news/items/2024/08/27/2024-presidential-election-divides-muslim-parties/,2024 Presidential election divides Muslim parties,"Colombo, August 25: Nominations have closed for the long awaited 2024 presidential election. 39 candidates are in the fray.It is widely acknowledged by the press and public that the chief presidential ...",[],eng-9847863,0.1373,462496155,26,lankaweb.com,news,LankaWeb.com,,2024-08-28
2024-08-467830147,eng,True,2024-08-27,23:08:45,2024-08-27T23:08:45Z,2024-08-27T22:18:02Z,news,0.0,https://www.newsmax.com/us/steve-hilton-california-governor-run/2024/08/27/id/1178119/,Steve Hilton Considers California Governor Run,"Steve Hilton, a former news host and policy adviser to British Prime Minister David Cameron, is reportedly contemplating a bid to become California's next governor in 2026, according to sources close ...","{'uri': ['jim_thomas@newsmax.com'], 'name': ['Jim Thomas'], 'type': ['author'], 'isAgency': [False]}",,0.098,462496125,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=80fc37f4-e8a7-4b44-823f-5e306523803d&SiteName=Newsmax&maxsidesize=280,2024-08-28
8294682581,eng,False,2024-08-27,23:05:44,2024-08-27T23:05:44Z,2024-08-27T23:05:36Z,news,0.8784,https://www.independentsentinel.com/donald-trump-responds-to-deranged-jack-smith/,"Donald Trump Responds to ""Deranged Jack Smith""","Donald Trump responded to the refilings by ""Deranged Jack Smith"" today, in what looks like politically-driven lawfare to most people. He responded in four posts on Truth Social. Hopefully, this gives ...","{'uri': ['m_dowling@independentsentinel.com'], 'name': ['M Dowling'], 'type': ['author'], 'isAgency': [False]}",eng-9852637,-0.2235,462495944,1,independentsentinel.com,news,www.independentsentinel.com,https://www.independentsentinel.com/wp-content/uploads/2024/08/Trump-1.jpg,2024-08-28
8294681660,eng,True,2024-08-27,23:04:34,2024-08-27T23:04:34Z,2024-08-27T23:04:23Z,news,0.0,https://www.nbclosangeles.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3497246/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462495874,1,nbclosangeles.com,news,NBC Southern California,https://media.nbclosangeles.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294678454,eng,True,2024-08-27,23:00:44,2024-08-27T23:00:44Z,2024-08-27T23:00:36Z,news,0.0,https://www.nbcboston.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3471565/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462495644,1,nbcboston.com,news,NBC Boston,https://media.nbcboston.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294669291,eng,True,2024-08-27,22:49:07,2024-08-27T22:49:07Z,2024-08-27T22:48:59Z,news,0.0,https://www.nbcbayarea.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3636372/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462494947,1,nbcbayarea.com,news,NBC Bay Area,https://media.nbcbayarea.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
2024-08-467821381,eng,False,2024-08-27,22:48:29,2024-08-27T22:48:29Z,2024-08-27T22:18:02Z,news,0.7608,https://www.newsmax.com/politics/steve-hilton-california-governor-run/2024/08/27/id/1178119/,Steve Hilton Considers California Governor Run,"Steve Hilton, a former news host and policy adviser to British Prime Minister David Cameron, is reportedly contemplating a bid to become California's next governor in 2026, according to sources close ...","{'uri': ['jim_thomas@newsmax.com'], 'name': ['Jim Thomas'], 'type': ['author'], 'isAgency': [False]}",eng-9852476,0.098,462494909,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=80fc37f4-e8a7-4b44-823f-5e306523803d&SiteName=Newsmax&maxsidesize=280,2024-08-28
8294667185,eng,True,2024-08-27,22:46:10,2024-08-27T22:46:10Z,2024-08-27T22:46:01Z,news,0.0,https://www.nbcphiladelphia.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3953664/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462494770,1,nbcphiladelphia.com,news,NBC10 Philadelphia,https://media.nbcphiladelphia.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
2024-08-467818637,eng,False,2024-08-27,22:43:19,2024-08-27T22:43:19Z,2024-08-27T22:23:57Z,news,0.8863,https://www.newsmax.com/politics/indictment-washington-election/2024/08/27/id/1178118/,Trump's Statement on Jack Smith Indictment,"Republican presidential nominee Donald Trump issued a full statement on special counsel Jack Smith's reissuing his Washington, D.C., indictment Tuesday:

""In an effort to resurrect a 'dead' Witch Hunt ...",[],eng-9852637,-0.2863,462494599,1,newsmax.com,news,NewsMax,https://www.newsmax.com/CMSPages/GetFile.aspx?guid=dbac8533-3620-41de-8baa-fcc750f01e78&SiteName=Newsmax&maxsidesize=280,2024-08-28
8294664287,eng,False,2024-08-27,22:42:35,2024-08-27T22:42:35Z,2024-08-27T22:41:49Z,news,0.8157,https://www.rawstory.com/trump-truth-jack-smith/,'Resurrected a dead Witch Hunt': Irate Trump rages at Jack Smith over re-indictment,"Matthew Chapman is a video game designer who attended Rensselaer Polytechnic Institute and lives in San Marcos, Texas. Before joining Raw Story, he wrote for Shareblue and AlterNet, specializing in ...",[],eng-9852637,-0.1608,462494555,1,rawstory.com,news,Raw Story,https://www.rawstory.com/media-library/donald-trump.jpg?id=33335425&width=1200&height=600&coordinates=0%2C488%2C0%2C489,2024-08-28
8294662032,eng,True,2024-08-27,22:39:25,2024-08-27T22:39:25Z,2024-08-27T22:39:00Z,news,0.0,https://www.nbcwashington.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3703823/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462494365,1,nbcwashington.com,news,NBC4 Washington,https://media.nbcwashington.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294658623,eng,False,2024-08-27,22:35:37,2024-08-27T22:35:37Z,2024-08-27T22:34:29Z,news,0.6824,https://ca.news.yahoo.com/kamala-harris-tim-walz-cnn-222228600.html,"Kamala Harris, Tim Walz on CNN: How to watch and stream primetime interview","Vice President Kamala Harris and her running mate, Minnesota Gov. Tim Walz will sit down with CNN in an interview airing this week, their first joint interview since launching their campaign.

CNN ...",[],eng-9852371,-0.0196,462494137,1,ca.news.yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/2Fu4p8_ZXMk_WhkP0vx8HQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/usa_today_news_641/30fa1fe877e5f3ca5e8912ab7bf6c17d,2024-08-28
8294659232,eng,True,2024-08-27,22:35:36,2024-08-27T22:35:36Z,2024-08-27T22:35:13Z,news,0.0,https://www.yahoo.com/news/kamala-harris-tim-walz-cnn-222228600.html,"Kamala Harris, Tim Walz on CNN: How to watch and stream primetime interview","Vice President Kamala Harris and her running mate, Minnesota Gov. Tim Walz will sit down with CNN in an interview airing this week, their first joint interview since launching their campaign.

CNN ...",[],,-0.0196,462494136,1,yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/2Fu4p8_ZXMk_WhkP0vx8HQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/usa_today_news_641/30fa1fe877e5f3ca5e8912ab7bf6c17d,2024-08-28
8294658419,eng,True,2024-08-27,22:34:34,2024-08-27T22:34:34Z,2024-08-27T22:34:13Z,news,0.0,https://www.nbcdfw.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3630990/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462494074,1,nbcdfw.com,news,NBC 5 Dallas-Fort Worth,https://media.nbcdfw.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294658365,eng,True,2024-08-27,22:34:17,2024-08-27T22:34:17Z,2024-08-27T22:34:09Z,news,0.0,https://www.nbcnewyork.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/5742146/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],,0.0118,462494057,1,nbcnewyork.com,news,NBC New York,https://media.nbcnewyork.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294657688,eng,False,2024-08-27,22:33:28,2024-08-27T22:33:28Z,2024-08-27T22:33:13Z,news,0.8196,https://www.nbcmiami.com/news/business/money-report/wisconsin-denies-rfk-jr-request-to-be-removed-from-ballot-after-endorsing-trump/3402456/,Wisconsin denies RFK Jr. request to be removed from ballot after endorsing Trump,"Kennedy's name will likely stay on the ballot in Wisconsin, Michigan, Nevada and North Carolina.

The Wisconsin Elections Commission on Tuesday voted to keep Robert F. Kennedy Jr. on the state's ...",[],eng-9850966,0.0118,462494008,1,nbcmiami.com,news,NBC 6 South Florida,https://media.nbcmiami.com/2024/08/108025079-17244411782024-08-23t191753z_1265172004_rc2ul9aquvj7_rtrmadp_0_usa-election-kennedy.jpeg?quality=85&strip=all&resize=1200%2C675,2024-08-28
8294651193,eng,False,2024-08-27,22:26:11,2024-08-27T22:26:11Z,2024-08-27T22:25:57Z,news,0.0,https://securityboulevard.com/2024/08/facebook-whistleblower-fears-election-abuse/,Facebook Whistleblower Fears Election Abuse,"Frances Haugen, who famously blew the whistle on Facebook and its susceptibility to manipulation, has renewed concerns over the social-networking company. This time, she's laser-focused on ...","{'uri': ['jon_swartz@securityboulevard.com'], 'name': ['Jon Swartz'], 'type': ['author'], 'isAgency': [False]}",,-0.1608,462493571,1,securityboulevard.com,news,Security Boulevard,https://securityboulevard.com/wp-content/uploads/2018/01/TwitterLogo-002.jpg,2024-08-28
