uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title
2024-08-453190644,eng,True,2024-08-13,16:31:41,2024-08-13T16:31:41Z,2024-08-13T16:14:01Z,news,0.0,https://www.miamiherald.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...",[],https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262701,1,miamiherald.com,news,Miami Herald
8273038068,eng,False,2024-08-13,16:30:11,2024-08-13T16:30:11Z,2024-08-13T16:28:33Z,news,0.4275,https://www.gzeromedia.com/gzero-ai/how-iran-is-messing-with-the-us-election,How Iran is messing with the US election,"A man holds a laptop computer as cyber code is projected on him in this illustration.

Iranian-linked groups have been trying to disrupt the 2024 US presidential election, according to a recent report ...",[],https://www.gzeromedia.com/media-library/a-man-holds-a-laptop-computer-as-cyber-code-is-projected-on-him-in-this-illustration.jpg?id=53170536&width=1245&height=700&coordinates=0%2C60%2C0%2C60,eng-9807298,-0.2784,461262611,1,gzeromedia.com,news,GZERO Media
8273035651,eng,False,2024-08-13,16:30:00,2024-08-13T16:30:00Z,2024-08-13T16:26:34Z,news,0.8549,https://www.breitbart.com/entertainment/2024/08/13/watch-colbert-audience-laughs-when-he-calls-cnn-an-objective-news-outlet/,Watch: 'Colbert' Audience Laughs When He Calls CNN an 'Objective' News Outlet,"Audience members of The Late Show With Stephen Colbert laughed when Stephen Colbert called CNN an ""objective"" news outlet, to which CNN anchor Kaitlan Collins replied by asking if that was ""supposed ...","{'uri': ['alana_mastrangelo@breitbart.com'], 'name': ['Alana Mastrangelo'], 'type': ['author'], 'isAgency': [False]}",https://media.breitbart.com/media/2024/08/stephencolbert.jpg,eng-9814152,-0.0353,461262600,1,breitbart.com,news,Breitbart
8273037846,eng,False,2024-08-13,16:29:09,2024-08-13T16:29:09Z,2024-08-13T16:28:22Z,news,0.7608,https://en.coin-turk.com/charles-hoskinson-warns-crypto-industry-about-biden-harris-administration/,Charles Hoskinson Warns Crypto Industry About Biden-Harris Administration,"Trump expressed support for the crypto industry at the Bitcoin 2024 Conference.

Founder of the major altcoin Cardano (ADA), Charles Hoskinson, warned the crypto industry as the final three-month ...",[],https://en.coin-turk.com/wp-content/uploads/2024/08/cardano-ada-0002.jpg,eng-9814149,-0.0824,461262549,1,en.coin-turk.com,news,COINTURK NEWS
8273036394,eng,False,2024-08-13,16:28:12,2024-08-13T16:28:12Z,2024-08-13T16:27:05Z,news,0.4784,https://thebeltwayreport.com/2024/08/watch-rogan-says-this-biden-is-not-the-real-biden%e2%9a%a0%ef%b8%8f-body-double/,WATCH: Rogan Says THIS BIDEN Is NOT THE REAL BIDEN⚠️ BODY DOUBLE?!,"OPINION| In a recent episode of his podcast, ""The Joe Rogan Experience,"" host Joe Rogan raised some serious questions about the recent change in President Joe Biden's height. This came after Biden's ...","{'uri': ['jack_crane@thebeltwayreport.com'], 'name': ['Jack Crane'], 'type': ['author'], 'isAgency': [False]}",https://thebeltwayreport.com/wp-content/uploads/2024/07/joe-rogan-michael-malice-2048x1152-1.jpg,eng-9806343,0.0118,461262492,1,thebeltwayreport.com,news,The Beltway Report
8273035465,eng,False,2024-08-13,16:27:09,2024-08-13T16:27:09Z,2024-08-13T16:26:25Z,news,0.0,https://www.thezimbabwemail.com/world-news/trump-expresses-hope-for-renewed-ties-with-putin-if-elected-u-s-president/,Trump Expresses Hope for Renewed Ties with Putin if Elected U.S. President,NEW YORK - Former U.S. President and current Republican presidential candidate Donald Trump expressed optimism about restoring positive relations with Russian President Vladimir Putin if he secures ...,[],https://i0.wp.com/www.thezimbabwemail.com/wp-content/uploads/2017/11/Trump-and-Putin.jpg?fit=1200%2C675&ssl=1&w=640,,0.1922,461262429,1,thezimbabwemail.com,news,The Zimbabwe Mail
2024-08-453185046,eng,True,2024-08-13,16:25:34,2024-08-13T16:25:34Z,2024-08-13T16:14:01Z,news,0.0,https://www.kentucky.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@kentucky.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262334,1,kentucky.com,news,Lexington Herald Leader
2024-08-453184832,eng,True,2024-08-13,16:25:26,2024-08-13T16:25:26Z,2024-08-13T16:14:01Z,news,0.0,https://www.sanluisobispo.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...",[],https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262326,1,sanluisobispo.com,news,The Tribune
2024-08-453182739,eng,True,2024-08-13,16:23:23,2024-08-13T16:23:23Z,2024-08-13T16:14:01Z,news,0.0,https://www.charlotteobserver.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@charlotteobserver.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262203,1,charlotteobserver.com,news,The Charlotte Observer
2024-08-453182002,eng,True,2024-08-13,16:21:44,2024-08-13T16:21:44Z,2024-08-13T16:14:01Z,news,0.0,https://www.thestate.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...",[],https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262104,1,thestate.com,news,The State
8273028228,eng,False,2024-08-13,16:21:21,2024-08-13T16:21:21Z,2024-08-13T16:20:48Z,news,0.4078,https://www.catholicnewsagency.com/news/258677/vp-candidate-tim-walzs-record-on-catholic-issues-what-you-need-to-know,Tim Walz's record on Catholic issues: what you need to know,"Vice President Kamala Harris' selection of Minnesota Gov. Tim Walz as her running mate for the 2024 presidential election last week was met with concern from Catholic leaders, some of whom cited his ...",[],https://www.catholicnewsagency.com/storage/image/gettyimages-2165931149.jpg?jpg,eng-9807334,-0.0902,461262081,1,catholicnewsagency.com,news,Catholic News Agency
2024-08-453181275,eng,True,2024-08-13,16:21:04,2024-08-13T16:21:04Z,2024-08-13T16:14:01Z,news,0.0,https://www.islandpacket.com/entertainment/article291014020.html,Star Wars' Mark Hamill's Election Remark Takes Internet by Storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@islandpacket.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/elmhzn/picture291013775/alternates/LANDSCAPE_1140/285524c4-8a59-4593-b4df-d22b4aec7cd9,,-0.0902,461262064,1,islandpacket.com,news,The Island Packet
8273022109,eng,False,2024-08-13,16:16:57,2024-08-13T16:16:57Z,2024-08-13T16:15:56Z,news,0.0,https://checkyourfact.com/2024/08/13/fact-check-does-this-video-show-a-recent-pro-trump-rally-in-tokyo/,FACT CHECK: Does This Video Show A Recent Pro-Trump Rally In Tokyo?,"A post shared on X claims to show a rally in Tokyo, Japan, supporting former U.S. President Donald Trump, ahead of the 2024 presidential election.

Japan is reportedly worried about a second Trump ...",[],https://cdn01.dailycaller.com/wp-content/uploads/2024/08/GettyImages-1229450808-scaled-e1723558872479.jpg,,0.0039,461261817,1,checkyourfact.com,news,Check Your Fact
8273021215,eng,False,2024-08-13,16:16:29,2024-08-13T16:16:29Z,2024-08-13T16:15:17Z,news,0.8078,http://www.ruthfullyyours.com/2024/08/13/harris-campaign-tries-to-straddle-the-fence-on-israel-hamas-war-but-its-obvious-which-way-kamala-leans-by-joseph-klein/,Harris Campaign Tries to Straddle the Fence on Israel-Hamas War But it's obvious which way Kamala leans. by Joseph Klein,"https://www.frontpagemag.com/harris-campaign-tries-to-straddle-the-fence-on-israel-hamas-war/

Vice President Kamala Harris, the Democrat Party's nominee for president, is trying to walk a political ...","{'uri': ['ruth_king@ruthfullyyours.com'], 'name': ['Ruth King'], 'type': ['author'], 'isAgency': [False]}",,eng-9813159,0.1529,461261789,1,ruthfullyyours.com,news,ruthfullyyours.com
2024-08-453175724,eng,False,2024-08-13,16:13:15,2024-08-13T16:13:15Z,2024-08-13T15:39:22Z,news,0.0,https://www.newsmax.com/finance/economy/donald-trump-2024-policies/2024/08/13/id/1176336/,20 New Key People / Issues That Could Help Trump Win,"There are 20 compelling issues and pivotal people who could help propel Donald J. Trump to victory in the 2024 presidential election, each of them powerful on their own merits.

Dan Bongino Radio ...",[],https://www.newsmax.com/CMSPages/GetFile.aspx?guid=2a531bb0-e25c-4ab1-b7f7-d82ad080e3e4&SiteName=Newsmax&maxsidesize=280,,0.6078,461261595,1,newsmax.com,news,NewsMax
2024-08-453168730,eng,False,2024-08-13,16:07:00,2024-08-13T16:07:00Z,2024-08-13T15:39:22Z,news,0.0,https://www.newsweek.com/mark-hamill-election-remark-trump-1938631,Star Wars' Mark Hamill's election remark takes internet by storm,"Star Wars actor Mark Hamill has made sarcastic digs at Donald Trump's ""sane"" and ""rational"" messaging over the former president's claims that Vice President Kamala Harris had faked photos of ...","{'uri': ['lottie_mcgrath@newsweek.com'], 'name': ['Lottie McGrath'], 'type': ['author'], 'isAgency': [False]}",https://d.newsweek.com/en/full/2449024/mark-hamill-white-house.webp?w=1600&h=900&q=88&f=c0f3dcd0c6c178d80bb97fff9a9495f8,,-0.0902,461261220,1,newsweek.com,news,Newsweek
8272988317,eng,False,2024-08-13,15:51:39,2024-08-13T15:51:39Z,2024-08-13T15:50:57Z,news,0.6118,https://thesource.com/2024/08/13/trump-uses-jeffrey-epsteins-plane-while-his-own-undergoes-maintenance/,Trump Uses Epstein's Plane While His Undergoes Maintenance,"Donald Trump didn't use his own plane for attending campaign fundraisers over the weekend. Instead, he flew on Epstein air. Trump used the blue Gulfstream jet that was once owned by Jeffrey ...","{'uri': ['shawn_grant@thesource.com'], 'name': ['Shawn Grant'], 'type': ['author'], 'isAgency': [False]}",https://thesource.com/wp-content/uploads/2024/07/bYZ-r9Xa.jpeg,eng-9811416,-0.1216,461260299,1,thesource.com,news,The Source
8272978317,eng,False,2024-08-13,15:44:34,2024-08-13T15:44:34Z,2024-08-13T15:43:43Z,news,0.7765,https://nypost.com/2024/08/13/business/paramount-global-starts-cutting-2k-jobs-before-skydance-merger/,Paramount Global starts cutting 2K jobs ahead of Skydance merger,"Paramount Global began a massive culling Tuesday that aims to whack 2,000 jobs as the struggling entertainment giant readies to complete a merger with film studio Skydance Media, the company ...",[],https://nypost.com/wp-content/uploads/sites/2/2024/08/newspress-collage-lhwa8a4mz-1723560080988.jpg?quality=75&strip=all&1723545868&w=1024,eng-9813401,0.1686,461259874,1,nypost.com,news,New York Post
8272966123,eng,False,2024-08-13,15:34:51,2024-08-13T15:34:51Z,2024-08-13T15:34:14Z,news,0.7765,https://www.salon.com/2024/08/13/hes-not-coming-back-jon-stewart-mocks-obsession-with-joe-biden-as-kamala-harris-surges/,"""He's not coming back"": Jon Stewart mocks Trump's obsession with Joe Biden as Kamala Harris surges","Jon Stewart on Monday's episode of ""The Daily Show"" roasted former President Donald Trump's attempts to criticize Vice President Kamala Harris, his Democratic opponent in the 2024 presidential ...",[],https://mediaproxy.salon.com/width/1200/https://media2.salon.com/2024/05/the_daily_show_still_20.jpg,eng-9812988,-0.0824,461259291,1,salon.com,news,Salon.com
2024-08-453135065,eng,False,2024-08-13,15:31:45,2024-08-13T15:31:45Z,2024-08-13T05:05:07Z,news,0.6118,https://theminnesotasun.com/mn-news/analysis-newsela-is-the-media-literacy-provider-active-in-90-percent-of-american-schools/ffo/2024/08/13/,Analysis: Newsela Is the 'Media Literacy' Provider Active in 90 Percent of American Schools,"One of the nation's largest and fastest growing educational technology platforms, Newsela, is also a foremost provider of ""media literacy"" lessons for schools. The platform started in 2013 has ...",[],https://theminnesotasun.com/wp-content/uploads/2024/08/newslea-media-literacy-resources_840x480.webp,eng-9809099,0.2078,461259105,1,theminnesotasun.com,news,The Minnesota Sun
8272951394,eng,True,2024-08-13,15:24:51,2024-08-13T15:24:51Z,2024-08-13T15:23:42Z,news,0.0,https://www.fox41yakima.com/fox-friends-has-meltdown-over-kamala-harris-as-her-popularity-surges/,'Fox & Friends' Has Meltdown Over Kamala Harris as Her Popularity Surges | Fox 11 Tri Cities Fox 41 Yakima,"The hosts of Fox & Friends went into something of a meltdown on Tuesday morning (August 13) over Vice President Kamala Harris' rising popularity in the 2024 presidential election campaign.

As ...",[],https://www.fox41yakima.com/wp-content/uploads/2016/02/Top-Stories-Entertainment-1141.jpg,,0.1216,461258691,1,fox41yakima.com,news,FOX 11 41 Tri Cities Yakima
2024-08-453125535,eng,True,2024-08-13,15:22:46,2024-08-13T15:22:46Z,2024-08-13T13:55:43Z,news,0.0,https://www.messenger-inquirer.com/lifestyles/entertainment/fox-friends-has-meltdown-over-kamala-harris-as-her-popularity-surges/article_0a8f5df9-4544-5996-af18-f620a2c9f257.html,'Fox & Friends' Has Meltdown Over Kamala Harris as Her Popularity Surges,"The hosts of Fox & Friends went into something of a meltdown on Tuesday morning (August 13) over Vice President Kamala Harris' rising popularity in the 2024 presidential election campaign.

As ...","{'uri': ['martin_holmes@messenger-inquirer.com'], 'name': ['Martin Holmes'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.chicago2.vip.townnews.com/messenger-inquirer.com/content/tncms/custom/image/a2a4b15c-9ead-11ee-847f-2b2be1350ebd.jpg?resize=600%2C338,,0.6549,461258566,1,messenger-inquirer.com,news,Owensboro Messenger-Inquirer
8272948816,eng,False,2024-08-13,15:22:35,2024-08-13T15:22:35Z,2024-08-13T15:21:45Z,news,0.6314,https://www.todayville.com/a-billion-views-donald-trump-tells-elon-musk-kamala-harris-is-a-radical-san-francisco-liberal/,A billion views: Donald Trump tells Elon Musk Kamala Harris is a radical 'San Francisco liberal',"A much publicized recorded conversation between Elon Musk and President Donald Trump has generated 1 billion views, according to the former.

Musk, who owns X (formerly Twitter), spoke with Trump for ...","{'uri': ['jeffrey_a_tucker@todayville.com'], 'name': ['Jeffrey A. Tucker'], 'type': ['author'], 'isAgency': [False]}",https://i1.wp.com/www.todayville.com/wp-content/uploads/2024/08/tvrd-ls-trump-and-musk-image-2024-08-13.jpg?fit=640%2C389&ssl=1&w=640,eng-9809220,-0.1373,461258555,1,todayville.com,news,Todayville
2024-08-453125278,eng,True,2024-08-13,15:22:13,2024-08-13T15:22:13Z,2024-08-13T13:55:43Z,news,0.0,https://www.khq.com/lifestyles/entertainment/fox-friends-has-meltdown-over-kamala-harris-as-her-popularity-surges/article_9b7ceaa3-bcf3-5542-81e7-77c0be79ed55.html,'Fox & Friends' Has Meltdown Over Kamala Harris as Her Popularity Surges,"The hosts of Fox & Friends went into something of a meltdown on Tuesday morning (August 13) over Vice President Kamala Harris' rising popularity in the 2024 presidential election campaign.

As ...",[],https://www.fox41yakima.com/wp-content/uploads/2016/02/Top-Stories-Entertainment-1141.jpg,,0.1922,461258533,1,khq.com,news,KHQ Right Now
